,0
8814,289.234
8815,259.266
8816,307.218
8817,255.229
8818,344.226
8819,322.246
8820,255.269
8821,208.269
8822,267.242
8823,181.260
8824,224.258
8825,218.238
8826,293.247
8827,236.279
8828,241.227
8829,213.266
8830,221.256
8831,593.236
8832,334.239
8833,182.256
8834,258.234
8835,273.240
8836,251.230
8837,142.280
8838,228.245
8839,234.291
8840,264.266
8841,240.295
8842,248.292
8843,165.282
8844,271.267
8845,243.267
8846,208.273
8847,160.275
8848,270.264
8849,162.270
8850,243.217
8851,246.258
8852,182.258
8853,204.261
8854,196.254
8855,165.280
8856,277.234
8857,340.224
8858,184.254
8859,197.256
8860,301.228
8861,311.223
8862,571.254
8863,289.252
8864,317.229
8865,165.270
8866,277.247
8867,226.255
8868,700.195
8869,281.244
8870,251.256
8871,235.245
8872,248.224
8873,226.231
8874,343.236
8875,234.222
8876,194.274
8877,240.249
8878,305.228
8879,272.256
8880,358.180
8881,222.294
8882,260.281
8883,256.276
8884,267.252
8885,225.248
8886,244.268
8887,253.253
8888,706.185
8889,208.281
8890,237.271
8891,295.229
8892,361.219
8893,156.270
8894,185.267
8895,250.261
8896,246.269
8897,169.271
8898,203.255
8899,248.293
8900,231.266
8901,263.249
8902,236.224
8903,327.224
8904,311.221
8905,221.254
8906,245.239
8907,246.268
8908,213.265
8909,392.230
8910,300.244
8911,284.252
8912,285.239
8913,287.241
8914,304.233
8915,199.250
8916,315.250
8917,294.226
8918,165.273
8919,200.264
8920,252.234
8921,307.222
8922,257.247
8923,025.202
8924,301.253
8925,300.251
8926,261.241
8927,362.220
8928,287.243
8929,231.274
8930,179.274
8931,175.265
8932,278.237
8933,185.263
8934,200.282
8935,296.255
8936,318.250
8937,323.232
8938,350.228
8939,265.255
8940,296.250
8941,271.282
8942,189.260
8943,209.249
8944,221.248
8945,176.268
8946,179.277
8947,242.233
8948,231.251
8949,246.240
8950,342.227
8951,322.228
8952,201.267
8953,371.185
8954,323.289
8955,272.237
8956,205.236
8957,272.252
8958,198.248
8959,238.238
8960,191.263
8961,257.240
8962,254.246
8963,319.249
8964,221.257
8965,234.240
8966,219.266
8967,201.280
8968,227.260
8969,312.242
8970,248.290
8971,245.288
8972,171.278
8973,296.246
8974,201.239
8975,230.234
8976,266.266
8977,396.223
8978,272.246
8979,261.285
8980,315.243
8981,280.250
8982,159.273
8983,321.220
8984,373.259
8985,182.260
8986,216.257
8987,234.257
8988,190.257
8989,199.264
8990,189.260
8991,226.235
8992,184.257
8993,227.258
8994,194.238
8995,255.256
8996,191.248
8997,213.278
8998,271.255
8999,236.243
9000,284.249
9001,191.246
9002,293.245
9003,192.267
9004,204.260
9005,234.268
9006,324.241
9007,221.230
9008,252.245
9009,230.218
9010,187.264
9011,270.241
9012,685.181
9013,251.256
9014,229.247
9015,266.240
9016,188.243
9017,283.256
9018,340.220
9019,198.279
9020,435.248
9021,189.262
9022,264.259
9023,277.283
9024,671.183
9025,148.278
9026,324.245
9027,198.241
9028,330.244
9029,213.261
9030,244.256
9031,192.256
9032,179.262
9033,217.235
9034,226.262
9035,209.264
9036,283.249
9037,266.247
9038,305.251
9039,315.226
9040,304.235
9041,243.221
9042,228.229
9043,219.257
9044,225.242
9045,279.247
9046,323.239
9047,334.233
9048,209.262
9049,305.243
9050,332.239
9051,209.242
9052,264.266
9053,253.279
9054,191.258
9055,217.279
9056,335.238
9057,314.290
9058,199.275
9059,323.238
9060,195.265
9061,315.245
9062,172.272
9063,295.245
9064,183.277
9065,322.246
9066,244.273
9067,234.260
9068,220.249
9069,220.224
9070,174.278
9071,302.254
9072,260.254
9073,216.247
9074,267.257
9075,173.270
9076,214.279
9077,322.244
9078,237.222
9079,299.227
9080,277.241
9081,201.261
9082,270.255
9083,287.252
9084,257.262
9085,283.234
9086,223.221
9087,273.263
9088,254.266
9089,191.249
9090,000.226
9091,261.265
9092,343.235
9093,354.225
9094,341.222
9095,218.229
9096,189.283
9097,226.294
9098,246.253
9099,168.270
9100,358.243
9101,238.267
9102,232.243
9103,278.258
9104,304.226
9105,267.229
9106,240.264
9107,030.179
9108,211.245
9109,170.272
9110,276.264
9111,301.233
9112,152.280
9113,229.223
9114,237.238
9115,228.270
9116,220.271
9117,226.231
9118,151.275
9119,259.247
9120,195.253
9121,013.214
9122,349.222
9123,288.239
9124,294.250
9125,224.249
9126,271.266
9127,237.227
9128,277.246
9129,188.250
9130,223.276
9131,279.240
9132,288.257
9133,273.245
9134,226.228
9135,218.259
9136,256.246
9137,174.264
9138,193.265
9139,225.248
9140,247.267
9141,255.282
9142,232.253
9143,201.287
9144,206.243
9145,235.226
9146,348.227
9147,250.263
9148,232.243
9149,354.244
9150,254.243
9151,254.216
9152,284.244
9153,237.220
9154,277.213
9155,357.226
9156,305.244
9157,228.276
9158,299.259
9159,186.258
9160,237.274
9161,297.251
9162,164.265
9163,255.247
9164,208.246
9165,230.270
9166,234.243
9167,217.233
9168,293.246
9169,227.253
9170,594.248
9171,266.259
9172,320.249
9173,257.241
9174,167.272
9175,222.259
9176,294.235
9177,245.228
9178,370.185
9179,310.251
9180,263.238
9181,178.260
9182,236.243
9183,216.262
9184,236.262
9185,407.242
9186,263.230
9187,234.224
9188,357.222
9189,308.234
9190,236.239
9191,256.260
9192,203.233
9193,260.257
9194,270.237
9195,048.183
9196,225.259
9197,231.219
9198,334.225
9199,239.273
9200,222.258
9201,276.260
9202,160.268
9203,203.281
9204,213.240
9205,325.242
9206,287.254
9207,164.282
9208,054.209
9209,224.226
9210,296.251
9211,270.236
9212,312.245
9213,185.275
9214,243.234
9215,244.248
9216,321.227
9217,306.221
9218,300.237
9219,201.269
9220,201.232
9221,205.250
9222,236.242
9223,280.242
9224,306.247
9225,251.239
9226,233.244
9227,287.253
9228,338.226
9229,258.245
9230,286.245
9231,331.226
9232,231.277
9233,313.224
9234,241.234
9235,166.269
9236,229.282
9237,247.250
9238,288.242
9239,225.257
9240,347.225
9241,238.231
9242,224.260
9243,189.269
9244,244.229
9245,170.270
9246,221.276
9247,274.229
9248,273.252
9249,356.182
9250,305.236
9251,310.224
9252,214.232
9253,203.266
9254,234.215
9255,269.251
9256,196.245
9257,209.260
9258,234.271
9259,186.278
9260,179.269
9261,348.232
9262,273.260
9263,225.227
9264,334.241
9265,250.247
9266,151.281
9267,256.251
9268,175.265
9269,244.220
9270,193.263
9271,332.243
9272,233.290
9273,259.282
9274,234.243
9275,291.234
9276,221.260
9277,293.234
9278,232.238
9279,186.270
9280,228.257
9281,252.233
9282,221.257
9283,175.279
9284,256.249
9285,186.272
9286,215.264
9287,339.236
9288,250.219
9289,168.267
9290,206.268
9291,189.266
9292,254.291
9293,294.217
9294,262.273
9295,170.268
9296,221.261
9297,263.236
9298,259.262
9299,226.267
9300,263.243
9301,239.273
9302,356.226
9303,219.256
9304,329.229
9305,203.269
9306,292.244
9307,280.245
9308,219.259
9309,247.260
9310,206.254
9311,254.236
9312,223.256
9313,402.247
9314,218.267
9315,013.214
9316,252.247
9317,224.282
9318,670.182
9319,331.226
9320,251.290
9321,292.240
9322,407.242
9323,243.243
9324,230.281
9325,337.227
9326,231.268
9327,246.289
9328,221.271
9329,207.239
9330,284.250
9331,204.255
9332,226.228
9333,264.281
9334,297.232
9335,232.245
9336,249.272
9337,226.258
9338,246.251
9339,398.248
9340,216.270
9341,190.270
9342,249.219
9343,323.239
9344,229.245
9345,274.263
9346,229.269
9347,193.254
9348,287.263
9349,654.220
9350,348.230
9351,218.245
9352,222.257
9353,237.221
9354,248.269
9355,256.258
9356,211.261
9357,206.279
9358,164.268
9359,309.251
9360,232.259
9361,334.225
9362,291.247
9363,353.218
9364,303.231
9365,249.240
9366,228.229
9367,240.269
9368,259.263
9369,177.259
9370,341.225
9371,213.247
9372,276.249
9373,191.245
9374,325.218
9375,234.264
9376,205.263
9377,216.273
9378,280.282
9379,313.236
9380,188.259
9381,193.246
9382,283.247
9383,206.232
9384,282.254
9385,307.240
9386,173.260
9387,245.218
9388,156.272
9389,353.230
9390,284.234
9391,243.255
9392,297.243
9393,193.256
9394,398.242
9395,258.257
9396,157.277
9397,344.220
9398,265.259
9399,289.231
9400,280.240
9401,323.242
9402,345.234
9403,260.254
9404,212.235
9405,258.251
9406,271.232
9407,201.247
9408,292.235
9409,193.252
9410,276.237
9411,208.241
9412,223.240
9413,173.261
9414,235.269
9415,248.230
9416,322.231
9417,244.272
9418,354.218
9419,245.253
9420,211.262
9421,263.299
9422,161.269
9423,224.234
9424,314.228
9425,209.275
9426,255.238
9427,228.272
9428,177.274
9429,214.245
9430,229.221
9431,160.273
9432,201.285
9433,244.271
9434,350.234
9435,214.278
9436,286.252
9437,280.251
9438,237.269
9439,269.234
9440,234.272
9441,205.255
9442,214.239
9443,229.255
9444,256.230
9445,260.243
9446,330.240
9447,189.245
9448,233.236
9449,369.241
9450,223.267
9451,276.246
9452,190.275
9453,305.252
9454,373.259
9455,225.248
9456,238.253
9457,228.278
9458,207.269
9459,227.250
9460,334.241
9461,219.265
9462,264.262
9463,224.250
9464,333.232
9465,231.295
9466,187.252
9467,285.264
9468,173.274
9469,215.278
9470,237.229
9471,251.267
9472,242.250
9473,331.232
9474,270.272
9475,328.262
9476,302.246
9477,240.224
9478,237.268
9479,319.233
9480,274.264
9481,077.188
9482,247.268
9483,361.226
9484,267.243
9485,367.182
9486,247.234
9487,226.271
9488,012.228
9489,189.262
9490,217.256
9491,184.260
9492,236.265
9493,274.243
9494,179.267
9495,183.274
9496,274.253
9497,159.280
9498,183.272
9499,214.278
9500,253.264
9501,196.279
9502,298.255
9503,160.268
9504,234.250
9505,330.235
9506,231.249
9507,187.265
9508,208.251
9509,199.262
9510,355.250
9511,250.289
9512,271.260
9513,264.253
9514,301.258
9515,255.249
9516,196.243
9517,245.284
9518,247.225
9519,298.249
9520,341.223
9521,203.245
9522,232.226
9523,258.245
9524,232.269
9525,151.277
9526,229.229
9527,227.245
9528,230.238
9529,298.230
9530,641.188
9531,326.223
9532,211.273
9533,194.259
9534,206.267
9535,283.251
9536,221.227
9537,189.271
9538,228.238
9539,242.274
9540,260.245
9541,231.226
9542,256.241
9543,295.225
9544,268.283
9545,237.218
9546,190.273
9547,274.250
9548,223.282
9549,156.279
9550,222.269
9551,435.248
9552,231.295
9553,235.241
9554,216.249
9555,226.245
9556,219.263
9557,272.252
9558,182.258
9559,238.275
9560,186.262
9561,210.266
9562,467.227
9563,247.253
9564,232.255
9565,250.230
9566,300.239
9567,187.260
9568,275.255
9569,264.253
9570,253.245
9571,276.261
9572,294.242
9573,306.227
9574,223.252
9575,332.243
9576,271.284
9577,312.248
9578,200.282
9579,210.240
9580,244.258
9581,224.245
9582,219.254
9583,309.242
9584,315.242
9585,204.245
9586,252.243
9587,230.255
9588,278.246
9589,030.179
9590,224.277
9591,273.273
9592,238.236
9593,168.267
9594,250.245
9595,270.270
9596,258.267
9597,238.241
9598,297.256
9599,190.247
9600,193.255
9601,338.218
9602,194.253
9603,244.268
9604,307.234
9605,266.253
9606,261.259
9607,176.268
9608,243.231
9609,236.218
9610,257.238
9611,288.261
9612,269.266
9613,235.230
9614,259.249
9615,273.262
9616,214.248
9617,239.243
9618,304.249
9619,174.259
9620,217.276
9621,232.236
9622,221.240
9623,211.281
9624,186.267
9625,288.253
9626,284.246
9627,316.249
9628,218.260
9629,360.218
9630,191.264
9631,241.271
9632,250.290
9633,207.236
9634,262.239
9635,230.219
9636,246.262
9637,254.240
9638,288.248
9639,235.240
9640,323.232
9641,247.263
9642,342.269
9643,234.266
9644,172.264
9645,195.249
9646,290.234
9647,268.268
9648,258.258
9649,212.252
9650,201.259
9651,218.266
9652,220.258
9653,198.257
9654,295.228
9655,174.279
9656,341.238
9657,251.255
9658,194.250
9659,249.258
9660,251.258
9661,356.181
9662,147.276
9663,222.249
9664,165.265
9665,269.260
9666,221.237
9667,241.248
9668,314.230
9669,245.271
9670,204.259
9671,377.181
9672,299.223
9673,310.227
9674,219.260
9675,207.237
9676,304.250
9677,197.248
9678,297.240
9679,314.232
9680,250.254
9681,198.260
9682,231.243
9683,227.256
9684,273.242
9685,280.246
9686,315.248
9687,255.267
9688,275.256
9689,252.255
9690,263.285
9691,312.238
9692,247.245
9693,227.250
9694,296.255
9695,314.222
9696,320.226
9697,180.270
9698,254.251
9699,241.289
9700,250.235
9701,272.259
9702,249.269
9703,294.241
9704,201.233
9705,338.232
9706,331.238
9707,195.266
9708,189.279
9709,299.245
9710,234.258
9711,324.239
9712,252.249
9713,264.263
9714,243.254
9715,255.266
9716,220.278
9717,211.250
9718,245.248
9719,279.243
9720,315.251
9721,186.263
9722,241.222
9723,279.248
9724,256.277
9725,326.246
9726,275.267
9727,068.185
9728,219.239
9729,252.291
9730,170.266
9731,153.273
9732,275.261
9733,214.278
9734,260.244
9735,277.266
9736,231.263
9737,194.270
9738,337.238
9739,171.267
9740,240.257
9741,240.261
9742,326.221
9743,206.281
9744,302.248
9745,173.266
9746,200.244
9747,178.271
9748,242.216
9749,294.255
9750,226.270
9751,264.261
9752,242.253
9753,245.249
9754,284.248
9755,289.261
9756,210.241
9757,315.247
9758,162.275
9759,301.237
9760,205.255
9761,268.247
9762,153.283
9763,214.239
9764,195.266
9765,270.257
9766,194.248
9767,201.238
9768,279.251
9769,213.251
9770,264.259
9771,242.243
9772,237.230
9773,234.241
9774,221.254
9775,214.240
9776,187.270
9777,240.243
9778,260.249
9779,182.270
9780,326.218
9781,298.241
9782,181.276
9783,299.249
9784,184.265
9785,215.231
9786,298.256
9787,295.256
9788,189.264
9789,258.277
9790,192.251
9791,226.261
9792,167.268
9793,349.267
9794,238.263
9795,221.250
9796,256.243
9797,285.238
9798,167.277
9799,331.218
9800,204.252
9801,327.234
9802,217.279
9803,217.248
9804,669.181
9805,167.277
9806,249.224
9807,212.235
9808,184.261
9809,248.269
9810,328.244
9811,191.262
9812,258.250
9813,191.240
9814,206.259
9815,304.247
9816,241.215
9817,276.264
9818,205.242
9819,283.256
9820,199.281
9821,273.259
9822,185.256
9823,313.222
9824,228.268
9825,211.266
9826,311.243
9827,596.228
9828,202.280
9829,224.278
9830,227.245
9831,293.250
9832,278.248
9833,443.244
9834,340.231
9835,188.270
9836,237.242
9837,265.229
9838,282.236
9839,253.252
9840,154.276
9841,258.263
9842,342.234
9843,236.250
9844,249.231
9845,270.253
9846,254.261
9847,319.238
9848,341.236
9849,254.241
9850,253.244
9851,223.242
9852,191.244
9853,197.253
9854,235.246
9855,234.258
9856,191.268
9857,360.185
9858,225.258
9859,229.239
9860,264.254
9861,187.259
9862,189.274
9863,259.284
9864,189.247
9865,214.260
9866,294.254
9867,267.287
9868,280.263
9869,238.291
9870,295.251
9871,176.276
9872,212.248
9873,240.259
9874,245.289
9875,355.219
9876,264.235
9877,307.253
9878,163.278
9879,249.291
9880,202.254
9881,192.276
9882,193.268
9883,370.182
9884,279.281
9885,206.268
9886,173.262
9887,282.266
9888,178.274
9889,175.265
9890,194.271
9891,327.241
9892,312.231
9893,284.236
9894,203.263
9895,437.252
9896,317.249
9897,373.259
9898,212.229
9899,159.272
9900,220.279
9901,256.239
9902,353.180
9903,259.260
9904,254.234
9905,222.277
9906,221.264
9907,358.223
9908,220.266
9909,208.234
9910,297.231
9911,227.223
9912,251.257
9913,233.219
9914,193.256
9915,264.249
9916,252.250
9917,255.241
9918,266.244
9919,305.241
9920,223.264
9921,313.242
9922,165.271
9923,666.189
9924,197.238
9925,185.252
9926,353.180
9927,228.276
9928,294.244
9929,262.286
9930,253.216
9931,235.255
9932,329.238
9933,239.258
9934,314.237
9935,306.246
9936,209.275
9937,165.266
9938,319.239
9939,213.239
9940,203.249
9941,230.245
9942,193.252
9943,284.255
9944,244.268
9945,267.252
9946,275.263
9947,250.221
9948,246.274
9949,333.230
9950,331.231
9951,258.250
9952,232.218
9953,240.241
9954,250.247
9955,232.264
9956,320.242
9957,280.254
9958,254.260
9959,191.276
9960,263.261
9961,350.226
9962,203.244
9963,217.280
9964,273.233
9965,264.252
9966,198.261
9967,242.283
9968,654.220
9969,316.250
9970,291.250
9971,205.286
9972,314.218
9973,286.251
9974,278.283
9975,334.218
9976,182.265
9977,301.257
9978,256.247
9979,259.265
9980,234.238
9981,332.239
9982,205.258
9983,232.261
9984,153.280
9985,277.252
9986,195.268
9987,204.250
9988,295.248
9989,220.237
9990,356.257
9991,288.278
9992,633.188
9993,269.254
9994,217.263
9995,264.231
9996,232.295
9997,318.237
9998,249.244
9999,239.216
10000,194.259
10001,221.248
10002,225.223
10003,171.267
10004,279.265
10005,177.261
10006,303.248
10007,340.238
10008,360.219
10009,266.266
10010,264.259
10011,233.257
10012,180.271
10013,271.259
10014,173.269
10015,239.265
10016,220.275
10017,274.261
10018,300.249
10019,254.291
10020,227.263
10021,338.231
10022,337.240
10023,253.268
10024,332.221
10025,219.250
10026,250.241
10027,275.253
10028,191.250
10029,291.240
10030,189.256
10031,193.248
10032,205.274
10033,277.267
10034,260.264
10035,292.263
10036,425.243
10037,240.293
10038,226.243
10039,212.240
10040,203.247
10041,248.236
10042,301.220
10043,258.205
10044,231.271
10045,230.260
10046,276.246
10047,327.236
10048,330.220
10049,256.286
10050,284.247
10051,170.265
10052,234.266
10053,229.236
10054,283.241
10055,315.240
10056,329.233
10057,319.233
10058,209.232
10059,197.267
10060,216.258
10061,184.267
10062,265.260
10063,218.263
10064,269.245
10065,240.244
10066,210.247
10067,337.233
10068,277.242
10069,685.207
10070,274.258
10071,206.255
10072,236.251
10073,233.244
10074,306.244
10075,004.180
10076,202.263
10077,225.261
10078,286.233
10079,354.181
10080,257.253
10081,208.267
10082,267.258
10083,230.273
10084,355.220
10085,319.237
10086,240.233
10087,278.280
10088,342.241
10089,231.246
10090,279.263
10091,205.240
10092,217.251
10093,345.223
10094,178.266
10095,347.227
10096,268.247
10097,257.242
10098,272.281
10099,303.244
10100,214.264
10101,319.232
10102,299.237
10103,316.233
10104,304.237
10105,344.235
10106,248.233
10107,312.240
10108,194.248
10109,253.268
10110,606.227
10111,320.236
10112,233.249
10113,257.249
10114,269.248
10115,308.242
10116,227.269
10117,168.266
10118,204.246
10119,277.244
10120,228.227
10121,221.279
10122,287.249
10123,195.237
10124,214.251
10125,255.251
10126,211.259
10127,199.273
10128,362.183
10129,246.269
10130,233.252
10131,256.246
10132,285.230
10133,316.221
10134,252.234
10135,379.181
10136,244.256
10137,203.275
10138,307.242
10139,292.260
10140,216.237
10141,191.270
10142,312.244
10143,244.271
10144,253.242
10145,246.222
10146,257.233
10147,317.249
10148,270.241
10149,211.250
10150,302.256
10151,262.253
10152,360.225
10153,229.268
10154,282.280
10155,242.252
10156,193.277
10157,263.263
10158,309.220
10159,222.257
10160,290.254
10161,205.242
10162,194.246
10163,190.240
10164,240.270
10165,183.276
10166,231.253
10167,185.261
10168,230.266
10169,287.248
10170,247.244
10171,312.230
10172,302.238
10173,190.258
10174,310.251
10175,221.280
10176,291.239
10177,270.240
10178,324.246
10179,221.240
10180,180.267
10181,294.249
10182,216.278
10183,338.227
10184,230.239
10185,268.270
10186,238.244
10187,279.242
10188,201.250
10189,256.246
10190,314.251
10191,267.239
10192,311.236
10193,269.237
10194,203.260
10195,258.239
10196,257.253
10197,222.249
10198,198.265
10199,228.237
10200,246.250
10201,265.280
10202,209.256
10203,315.224
10204,204.256
10205,466.235
10206,239.293
10207,317.251
10208,212.301
10209,214.260
10210,169.268
10211,294.286
10212,351.222
10213,240.244
10214,312.252
10215,227.228
10216,274.232
10217,239.244
10218,199.257
10219,225.233
10220,182.262
10221,199.260
10222,303.231
10223,224.256
10224,249.218
10225,696.200
10226,238.252
10227,222.275
10228,293.260
10229,636.194
10230,293.251
10231,252.232
10232,264.272
10233,246.217
10234,306.223
10235,223.271
10236,242.254
10237,281.252
10238,275.256
10239,237.258
10240,162.274
10241,211.241
10242,245.252
10243,188.269
10244,311.218
10245,292.259
10246,258.244
10247,307.244
10248,013.191
10249,257.260
10250,373.259
10251,238.228
10252,271.229
10253,365.218
10254,360.180
10255,269.253
10256,318.241
10257,249.224
10258,210.241
10259,257.260
10260,167.273
10261,213.255
10262,219.273
10263,340.269
10264,169.273
10265,208.245
10266,262.266
10267,218.238
10268,264.264
10269,151.276
10270,260.287
10271,166.268
10272,183.275
10273,261.249
10274,239.244
10275,321.244
10276,271.253
10277,166.268
10278,268.234
10279,228.239
10280,293.253
10281,259.242
10282,302.254
10283,316.229
10284,408.260
10285,316.231
10286,240.264
10287,242.220
10288,257.214
10289,298.239
10290,217.266
10291,248.243
10292,323.225
10293,260.237
10294,301.243
10295,167.277
10296,213.245
10297,267.248
10298,292.249
10299,201.251
10300,147.288
10301,258.253
10302,296.254
10303,280.240
10304,252.218
10305,292.242
10306,321.240
10307,181.260
10308,180.275
10309,188.257
10310,177.269
10311,292.255
10312,316.238
10313,213.252
10314,255.248
10315,270.245
10316,291.253
10317,274.244
10318,202.283
10319,290.263
10320,239.235
10321,309.221
10322,298.247
10323,245.241
10324,251.291
10325,206.249
10326,188.277
10327,171.272
10328,278.230
10329,205.279
10330,221.237
10331,216.263
10332,240.268
10333,300.243
10334,277.247
10335,219.245
10336,169.263
10337,188.255
10338,268.263
10339,180.256
10340,350.231
10341,213.257
10342,220.237
10343,292.252
10344,294.254
10345,341.226
10346,317.248
10347,219.233
10348,171.276
10349,242.287
10350,243.250
10351,250.242
10352,300.246
10353,246.264
10354,304.218
10355,174.271
10356,188.250
10357,227.230
10358,307.237
10359,301.229
10360,222.272
10361,156.270
10362,325.244
10363,296.248
10364,177.272
10365,210.274
10366,237.293
10367,192.268
10368,237.254
10369,282.263
10370,324.238
10371,204.252
10372,203.282
10373,218.235
10374,179.256
10375,202.257
10376,251.266
10377,237.233
10378,045.181
10379,252.238
10380,342.223
10381,192.277
10382,166.271
10383,214.262
10384,338.225
10385,350.180
10386,237.266
10387,306.255
10388,297.259
10389,231.239
10390,158.271
10391,256.241
10392,204.257
10393,225.260
10394,197.259
10395,234.245
10396,181.255
10397,228.250
10398,157.269
10399,165.276
10400,256.261
10401,312.226
10402,312.225
10403,234.271
10404,252.242
10405,241.214
10406,202.266
10407,202.281
10408,191.252
10409,230.271
10410,214.245
10411,250.252
10412,225.240
10413,177.268
10414,202.235
10415,256.244
10416,254.264
10417,185.264
10418,204.254
10419,261.256
10420,249.254
10421,232.272
10422,231.262
10423,211.265
10424,245.240
10425,204.255
10426,247.280
10427,208.250
10428,329.270
10429,204.255
10430,269.244
10431,205.238
10432,639.196
10433,256.285
10434,256.257
10435,352.180
10436,294.257
10437,202.279
10438,361.220
10439,309.222
10440,240.231
10441,170.268
10442,236.244
10443,313.246
10444,317.225
10445,266.249
10446,251.260
10447,215.270
10448,204.277
10449,281.251
10450,322.221
10451,323.243
10452,148.283
10453,229.245
10454,425.243
10455,269.229
10456,249.255
10457,318.244
10458,214.279
10459,278.250
10460,337.228
10461,278.241
10462,331.231
10463,295.243
10464,249.241
10465,259.266
10466,320.241
10467,249.229
10468,212.281
10469,266.261
10470,188.253
10471,261.268
10472,203.242
10473,253.240
10474,232.294
10475,286.244
10476,224.252
10477,295.216
10478,277.258
10479,293.256
10480,188.261
10481,220.258
10482,217.265
10483,171.266
10484,233.231
10485,193.248
10486,250.265
10487,329.218
10488,175.277
10489,268.261
10490,265.267
10491,253.285
10492,310.273
10493,280.235
10494,238.215
10495,324.245
10496,226.248
10497,229.240
10498,290.245
10499,174.265
10500,212.239
10501,227.256
10502,274.243
10503,234.274
10504,218.247
10505,242.272
10506,285.256
10507,223.262
10508,237.246
10509,282.240
10510,279.255
10511,197.263
10512,136.282
10513,304.222
10514,162.268
10515,255.288
10516,275.230
10517,311.246
10518,246.292
10519,206.254
10520,337.224
10521,278.282
10522,327.240
10523,143.282
10524,310.242
10525,311.239
10526,240.260
10527,200.278
10528,252.249
10529,663.226
10530,202.268
10531,253.251
10532,251.265
10533,338.221
10534,184.258
10535,202.281
10536,206.265
10537,279.239
10538,225.275
10539,248.254
10540,218.251
10541,213.255
10542,322.235
10543,247.280
10544,201.269
10545,228.258
10546,261.281
10547,219.272
10548,329.245
10549,232.261
10550,269.260
10551,232.274
10552,219.280
10553,320.239
10554,197.268
10555,197.251
10556,291.244
10557,226.266
10558,188.267
10559,250.245
10560,239.254
10561,156.270
10562,211.264
10563,198.267
10564,236.222
10565,355.221
10566,228.261
10567,213.253
10568,183.253
10569,269.243
10570,346.226
10571,282.238
10572,211.257
10573,291.235
10574,214.272
10575,191.290
10576,170.266
10577,300.232
10578,213.271
10579,284.250
10580,304.230
10581,353.219
10582,280.253
10583,212.261
10584,279.261
10585,208.264
10586,344.269
10587,263.262
10588,141.282
10589,197.287
10590,152.281
10591,331.241
10592,202.262
10593,314.244
10594,324.242
10595,255.232
10596,237.295
10597,309.255
10598,329.231
10599,311.230
10600,268.281
10601,175.279
10602,321.239
10603,231.253
10604,177.270
10605,215.270
10606,266.273
10607,291.230
10608,249.255
10609,209.250
10610,295.257
10611,309.229
10612,201.243
10613,243.216
10614,171.275
10615,292.240
10616,213.269
10617,204.265
10618,323.230
10619,228.281
10620,147.280
10621,354.227
10622,286.257
10623,709.196
10624,229.243
10625,658.198
10626,160.279
10627,247.226
10628,204.281
10629,206.255
10630,246.255
10631,226.269
10632,259.246
10633,270.258
10634,324.235
10635,244.223
10636,337.228
10637,155.273
10638,213.281
10639,221.233
10640,199.258
10641,230.268
10642,241.260
10643,306.256
10644,231.242
10645,324.243
10646,299.270
10647,018.198
10648,241.243
10649,265.253
10650,333.223
10651,219.279
10652,294.256
10653,217.264
10654,231.216
10655,281.232
10656,192.271
10657,203.266
10658,259.266
10659,267.258
10660,189.270
10661,307.223
10662,249.239
10663,341.235
10664,285.250
10665,223.273
10666,406.250
10667,208.253
10668,232.256
10669,224.248
10670,187.261
10671,207.252
10672,310.243
10673,246.224
10674,208.277
10675,237.271
10676,174.270
10677,408.260
10678,307.247
10679,199.262
10680,174.276
10681,226.264
10682,317.243
10683,333.219
10684,248.287
10685,348.220
10686,272.258
10687,241.244
10688,223.264
10689,299.238
10690,336.221
10691,208.281
10692,151.283
10693,282.258
10694,293.247
10695,257.264
10696,334.234
10697,288.252
10698,196.261
10699,255.239
10700,719.184
10701,324.226
10702,355.183
10703,291.245
10704,278.233
10705,295.239
10706,317.232
10707,222.257
10708,237.246
10709,250.221
10710,313.247
10711,243.245
10712,203.266
10713,176.258
10714,217.268
10715,267.249
10716,350.181
10717,250.292
10718,220.252
10719,302.250
10720,225.260
10721,213.245
10722,068.186
10723,257.234
10724,340.219
10725,198.244
10726,227.235
10727,315.221
10728,252.257
10729,149.277
10730,277.268
10731,266.236
10732,172.262
10733,242.241
10734,258.256
10735,226.223
10736,187.251
10737,673.182
10738,213.236
10739,253.247
10740,239.275
10741,178.258
10742,166.276
10743,314.247
10744,265.234
10745,254.217
10746,366.182
10747,232.232
10748,221.226
10749,196.270
10750,234.236
10751,285.251
10752,217.240
10753,239.253
10754,290.263
10755,187.265
10756,196.275
10757,173.274
10758,245.220
10759,302.248
10760,286.229
10761,181.266
10762,188.273
10763,196.237
10764,246.223
10765,258.238
10766,176.265
10767,367.219
10768,236.271
10769,241.242
10770,185.276
10771,200.242
10772,284.238
10773,235.222
10774,182.257
10775,249.245
10776,262.231
10777,299.247
10778,204.259
10779,188.263
10780,242.258
10781,222.242
10782,257.255
10783,187.256
10784,282.257
10785,250.272
10786,216.281
10787,232.265
10788,323.219
10789,339.263
10790,232.263
10791,352.269
10792,204.232
10793,164.275
10794,225.222
10795,301.249
10796,224.258
10797,220.260
10798,306.229
10799,224.252
10800,139.282
10801,238.266
10802,266.263
10803,217.256
10804,274.248
10805,229.259
10806,239.217
10807,157.271
10808,336.236
10809,219.244
10810,226.247
10811,202.241
10812,282.254
